Order ID,Product,Quantity,Price,Order Date,Region
682,Product A,3,25,2023-09-10,South America
683,Product C,3,90,2023-05-02,South America
684,Product D,1,96,2023-04-16,South America
685,Product A,4,23,2023-05-10,Europe
686,Product B,1,70,2023-12-03,North America
687,Product B,4,80,2023-06-07,Europe
688,Product A,2,55,2023-08-19,Europe
689,Product C,2,41,2023-11-04,South America
690,Product B,3,24,2023-04-01,South America
691,Product B,4,53,2023-01-22,Asia
692,Product B,4,26,2023-10-17,North America
693,Product A,4,50,2023-04-20,North America
694,Product D,3,63,2023-02-18,South America
695,Product B,3,53,2023-05-09,South America
696,Product D,2,14,2023-03-14,North America
697,Product C,1,36,2023-12-06,Asia
698,Product B,4,96,2023-02-22,South America
699,Product B,4,87,2023-12-22,Asia
700,Product C,1,88,2023-06-17,Europe
701,Product B,4,52,2023-02-14,South America
702,Product D,3,40,2023-04-15,Europe
703,Product A,3,26,2023-05-30,South America
704,Product D,4,92,2023-05-26,Europe
705,Product A,3,63,2023-07-23,South America
706,Product A,3,71,2023-12-28,Asia
707,Product D,4,96,2023-10-26,Asia
708,Product D,2,41,2023-06-16,Asia
709,Product D,1,49,2023-07-20,Europe
710,Product D,3,22,2023-05-14,Asia
711,Product C,2,93,2023-07-30,Europe
712,Product B,3,44,2023-02-17,South America
713,Product A,3,14,2023-05-06,Europe
714,Product D,1,82,2023-08-27,South America
715,Product D,3,38,2023-01-07,North America
716,Product D,1,79,2023-09-29,North America
717,Product C,1,34,2023-02-06,North America
718,Product D,1,31,2023-07-30,Europe
719,Product D,2,75,2023-06-14,North America
720,Product D,4,54,2023-05-05,North America
721,Product B,2,78,2023-12-03,North America
722,Product C,4,98,2023-07-11,South America
723,Product D,4,81,2023-08-06,Asia
724,Product A,1,10,2023-08-02,Europe
725,Product A,3,93,2023-03-03,North America
726,Product A,1,53,2023-11-24,South America
727,Product C,3,96,2023-06-10,Asia
728,Product C,4,84,2023-03-07,Asia
729,Product A,1,48,2023-10-13,Asia
730,Product D,3,63,2023-08-27,South America
731,Product C,2,97,2023-01-20,North America
732,Product A,3,84,2023-07-07,Asia
733,Product A,1,38,2023-03-23,South America
734,Product D,2,63,2023-12-29,South America
735,Product B,3,99,2023-07-21,Europe
736,Product C,3,25,2023-05-12,South America
737,Product D,3,29,2023-02-06,Asia
738,Product A,3,55,2023-05-12,Asia
739,Product A,3,76,2023-03-18,South America
740,Product D,2,74,2023-03-30,Asia
741,Product C,4,67,2023-09-10,South America
742,Product B,2,62,2023-12-10,Asia
743,Product B,2,10,2023-07-13,Europe
744,Product A,2,90,2023-06-25,North America
745,Product C,4,75,2023-02-02,Europe
746,Product B,1,38,2023-02-27,Europe
747,Product C,4,93,2023-07-20,North America
748,Product C,2,79,2023-01-28,Asia
749,Product A,3,17,2023-02-04,North America
750,Product B,3,38,2023-05-05,South America
751,Product D,2,60,2023-11-17,North America
752,Product A,3,42,2023-02-11,Europe
753,Product B,2,12,2023-03-26,North America
754,Product B,3,69,2023-07-07,Asia
755,Product B,4,44,2023-04-21,Europe
756,Product B,1,78,2023-09-28,South America
757,Product B,1,85,2023-11-21,Asia
758,Product C,4,93,2023-04-15,Europe
759,Product A,4,29,2023-11-16,South America
760,Product C,2,82,2023-02-10,Asia
761,Product D,2,48,2023-08-03,South America
762,Product B,2,13,2023-03-12,North America
763,Product A,3,28,2023-02-25,North America
764,Product B,2,54,2023-08-24,South America
765,Product A,4,52,2023-10-08,North America
766,Product C,1,22,2023-04-15,South America
767,Product A,3,22,2023-06-11,Asia
768,Product D,2,69,2023-07-10,Europe
769,Product D,3,66,2023-01-09,South America
770,Product A,3,95,2023-03-01,Europe
771,Product A,2,61,2023-11-01,Europe
772,Product A,3,62,2023-08-13,South America
773,Product A,1,95,2023-11-03,North America
774,Product D,4,52,2023-07-07,Asia
775,Product B,4,92,2023-03-11,Europe
776,Product A,1,81,2023-10-20,Asia
777,Product A,3,81,2023-10-14,Europe
778,Product D,2,51,2023-06-18,South America
779,Product D,3,99,2023-03-03,North America
780,Product C,1,35,2023-12-15,Asia
781,Product A,3,32,2023-01-14,Europe
782,Product C,4,52,2023-06-13,South America
783,Product D,3,86,2023-09-02,South America
784,Product D,1,37,2023-12-01,Europe
785,Product B,4,18,2023-01-08,Europe
786,Product A,3,29,2023-06-03,Europe
787,Product C,3,65,2023-02-05,North America
788,Product D,4,92,2023-02-17,Europe
789,Product D,2,48,2023-03-26,Europe
790,Product C,4,60,2023-01-28,North America
791,Product B,2,21,2023-07-15,South America
792,Product D,1,88,2023-07-27,Europe
793,Product A,1,64,2023-07-23,Asia
794,Product D,4,87,2023-11-03,South America
795,Product A,4,20,2023-04-14,Asia
796,Product C,1,35,2023-08-18,Europe
797,Product A,2,51,2023-04-11,North America
798,Product C,1,36,2023-01-29,North America
799,Product A,4,20,2023-05-07,North America
800,Product C,1,47,2023-12-04,Europe
801,Product A,4,52,2023-01-10,Europe
802,Product B,4,28,2023-04-16,Asia
803,Product A,1,73,2023-06-16,North America
804,Product A,2,15,2023-09-14,Europe
805,Product B,3,55,2023-10-22,South America
806,Product D,1,51,2023-10-04,Europe
807,Product D,3,74,2023-03-06,Europe
808,Product A,1,81,2023-09-28,South America
809,Product B,3,68,2023-07-07,North America
810,Product A,2,61,2023-11-13,South America
811,Product C,2,56,2023-05-18,North America
812,Product C,1,16,2023-12-09,South America
813,Product A,4,20,2023-04-15,Asia
814,Product D,3,70,2023-02-03,North America
815,Product D,4,77,2023-04-20,Europe
816,Product A,4,34,2023-02-02,Asia
817,Product A,4,21,2023-12-20,North America
818,Product C,2,35,2023-08-19,North America
819,Product D,1,21,2023-11-13,North America
820,Product A,1,52,2023-09-23,South America
821,Product C,2,60,2023-07-01,North America
822,Product D,2,46,2023-12-06,Europe
823,Product B,1,55,2023-03-06,North America
824,Product C,4,62,2023-11-29,Europe
825,Product D,3,97,2023-01-01,Europe
826,Product D,3,89,2023-05-13,Europe
827,Product C,3,22,2023-03-21,Asia
828,Product B,4,98,2023-09-28,Europe
829,Product C,1,63,2023-08-29,South America
830,Product D,2,66,2023-01-28,North America
831,Product A,1,13,2023-08-11,South America
832,Product A,4,84,2023-01-23,Asia
833,Product C,2,58,2023-04-19,North America
834,Product D,4,16,2023-04-17,Europe
835,Product A,3,20,2023-05-25,North America
836,Product D,3,63,2023-12-20,Asia
837,Product C,4,96,2023-05-19,Asia
838,Product A,2,54,2023-10-11,South America
839,Product D,2,32,2023-10-25,North America
840,Product A,1,37,2023-04-09,North America
841,Product C,3,66,2023-11-13,North America
842,Product D,1,35,2023-05-03,South America
843,Product A,1,34,2023-11-16,Asia
844,Product C,4,63,2023-10-14,Europe
845,Product A,4,38,2023-03-22,North America
846,Product A,1,92,2023-01-10,South America
847,Product B,3,45,2023-01-08,South America
848,Product B,4,23,2023-07-24,Europe
849,Product C,1,87,2023-11-11,Asia
850,Product B,1,44,2023-07-16,North America
851,Product C,1,39,2023-07-17,North America
852,Product B,1,26,2023-01-30,South America
853,Product A,1,76,2023-01-20,Asia
854,Product C,1,89,2023-02-17,North America
855,Product C,4,39,2023-05-10,Europe
856,Product A,3,54,2023-10-20,Asia
857,Product C,1,88,2023-05-12,Asia
858,Product C,2,98,2023-12-22,South America
859,Product B,4,60,2023-02-23,South America
860,Product C,4,56,2023-10-08,North America
861,Product D,1,62,2023-09-22,South America
862,Product A,4,73,2023-08-03,Asia
863,Product B,1,47,2023-10-17,North America
864,Product B,3,73,2023-02-12,North America
865,Product D,3,96,2023-03-15,Asia
866,Product A,4,98,2023-12-16,North America
867,Product A,4,16,2023-10-05,Europe
868,Product B,2,31,2023-11-22,Europe
869,Product C,4,90,2023-08-30,North America
870,Product B,2,91,2023-05-10,South America
871,Product A,3,50,2023-12-16,Europe
872,Product D,3,83,2023-07-13,North America
873,Product B,1,19,2023-02-01,Europe
874,Product A,3,66,2023-04-16,South America
875,Product B,2,16,2023-07-23,Asia
876,Product C,4,59,2023-01-01,North America
877,Product B,1,61,2023-09-02,North America
878,Product B,2,42,2023-03-13,North America
879,Product A,4,10,2023-11-02,North America
880,Product A,1,62,2023-01-15,North America
881,Product A,3,69,2023-02-22,North America
882,Product B,2,43,2023-01-08,South America
883,Product C,4,13,2023-11-26,Asia
884,Product D,1,26,2023-02-15,South America
885,Product D,1,13,2023-11-21,South America
886,Product A,3,52,2023-04-24,Asia
887,Product A,4,99,2023-05-27,South America
888,Product B,3,13,2023-06-15,Europe
889,Product D,3,10,2023-05-19,South America
890,Product A,4,80,2023-04-27,North America
891,Product C,4,59,2023-10-26,Europe
892,Product C,4,82,2023-10-03,Europe
893,Product A,2,70,2023-10-04,Asia
894,Product A,4,44,2023-12-04,South America
895,Product D,1,17,2023-11-09,South America
896,Product D,3,33,2023-06-27,Europe
897,Product B,2,92,2023-11-26,South America
898,Product D,4,45,2023-12-20,South America
899,Product C,2,59,2023-06-03,Asia
900,Product C,4,52,2023-07-20,Europe
901,Product A,2,36,2023-04-25,North America
902,Product D,3,41,2023-06-08,Europe
903,Product B,3,87,2023-02-11,Asia
904,Product C,1,27,2023-09-04,Asia
905,Product C,1,37,2023-03-09,Asia
906,Product B,4,38,2023-11-22,South America
907,Product B,3,25,2023-11-30,Europe
908,Product C,2,56,2023-07-15,South America
909,Product C,2,68,2023-03-31,South America
910,Product B,2,40,2023-04-21,Europe
911,Product C,1,13,2023-12-25,Asia
912,Product A,2,46,2023-05-25,North America
913,Product A,1,26,2023-10-02,North America
914,Product B,1,48,2023-06-28,Europe
915,Product D,4,57,2023-08-29,Europe
916,Product B,2,55,2023-11-22,Asia
917,Product B,2,99,2023-11-15,Europe
918,Product D,3,57,2023-11-27,Europe
919,Product D,4,48,2023-06-02,Asia
920,Product D,3,13,2023-04-14,Asia
921,Product A,4,39,2023-03-16,South America
922,Product C,2,39,2023-05-08,Europe
923,Product A,1,31,2023-07-18,North America
924,Product C,1,84,2023-06-03,Europe
925,Product A,1,75,2023-02-25,North America
926,Product C,1,21,2023-10-05,North America
927,Product A,1,45,2023-12-11,North America
928,Product D,3,27,2023-01-19,South America
929,Product B,4,99,2023-06-08,Asia
930,Product A,2,62,2023-01-26,Asia
931,Product C,3,80,2023-06-18,South America
932,Product D,4,10,2023-01-23,Asia
933,Product A,1,67,2023-02-16,South America
934,Product A,4,99,2023-01-13,Europe
935,Product D,4,96,2023-08-05,South America
936,Product A,1,99,2023-11-18,Asia
937,Product B,1,15,2023-07-13,Asia
938,Product A,1,79,2023-05-24,Europe
939,Product B,2,53,2023-03-14,South America
940,Product B,1,81,2023-06-05,Europe
941,Product D,2,33,2023-03-18,North America
942,Product A,1,95,2023-06-18,South America
943,Product D,2,28,2023-10-14,Europe
944,Product A,4,27,2023-03-26,Europe
945,Product A,3,39,2023-07-01,Asia
946,Product C,4,51,2023-11-11,South America
947,Product A,4,42,2023-10-24,North America
948,Product D,1,83,2023-04-22,North America
949,Product B,2,21,2023-08-18,South America
950,Product A,3,36,2023-04-06,South America
951,Product C,1,48,2023-06-17,Europe
952,Product D,1,18,2023-06-05,Asia
953,Product A,1,30,2023-04-15,Asia
954,Product D,4,85,2023-07-12,Asia
955,Product C,2,38,2023-11-26,South America
956,Product C,2,42,2023-05-12,Asia
957,Product D,3,71,2023-12-21,Europe
958,Product A,2,24,2023-05-18,South America
959,Product B,2,11,2023-11-27,South America
960,Product C,1,61,2023-09-27,Asia
961,Product A,1,53,2023-02-07,North America
962,Product A,4,63,2023-02-14,North America
963,Product B,1,27,2023-06-12,Europe
964,Product C,1,12,2023-11-27,Asia
965,Product C,1,16,2023-09-10,Asia
966,Product A,1,52,2023-06-18,South America
967,Product A,4,91,2023-10-12,South America
968,Product B,1,47,2023-10-01,Asia
969,Product B,3,46,2023-01-20,South America
970,Product C,3,67,2023-08-27,Asia
971,Product D,3,42,2023-09-27,Europe
972,Product C,3,68,2023-11-06,South America
973,Product A,1,20,2023-01-31,Asia
974,Product C,3,77,2023-11-10,South America
975,Product D,1,91,2023-04-14,Europe
976,Product B,4,77,2023-06-19,South America
977,Product D,3,97,2023-07-05,Asia
978,Product D,2,31,2023-05-08,South America
979,Product D,3,75,2023-07-29,South America
980,Product B,3,53,2023-10-08,Asia
981,Product D,1,15,2023-09-10,North America
982,Product D,3,51,2023-01-19,South America
983,Product D,2,34,2023-07-19,South America
984,Product A,1,66,2023-08-08,Europe
985,Product D,1,94,2023-05-16,North America
986,Product B,4,64,2023-08-11,Europe
987,Product D,4,25,2023-01-03,Asia
988,Product D,3,23,2023-08-24,Asia
989,Product B,4,48,2023-12-08,Europe
990,Product D,4,37,2023-08-16,South America
991,Product B,4,60,2023-05-22,North America
992,Product D,1,58,2023-01-09,Europe
993,Product B,1,18,2023-07-09,Europe
994,Product D,1,67,2023-12-16,Asia
995,Product D,4,54,2023-06-14,South America
996,Product A,1,31,2023-05-19,North America
997,Product A,4,41,2023-10-03,Europe
998,Product D,1,78,2023-10-18,North America
999,Product D,1,96,2023-02-22,North America
1000,Product C,2,78,2023-06-24,Europe
1001,Product B,3,51,2023-04-20,North America
1002,Product C,4,62,2023-07-22,Asia
1003,Product A,2,68,2023-05-16,South America
1004,Product A,1,83,2023-01-04,South America
1005,Product A,4,48,2023-06-04,South America
1006,Product A,1,24,2023-06-21,Asia
1007,Product D,3,80,2023-12-24,Asia
1008,Product A,2,38,2023-02-16,Asia
1009,Product D,3,12,2023-04-04,South America
1010,Product D,2,92,2023-02-17,North America
1011,Product A,1,19,2023-08-28,Asia
1012,Product A,3,38,2023-12-13,Europe
1013,Product B,3,88,2023-08-01,Asia
1014,Product C,1,44,2023-12-06,Europe
1015,Product A,3,15,2023-11-20,South America
1016,Product B,4,21,2023-05-19,Europe
1017,Product B,2,47,2023-07-24,Asia
1018,Product C,2,86,2023-03-14,Asia
1019,Product D,2,28,2023-01-04,North America
1020,Product A,4,76,2023-03-17,South America
1021,Product C,2,17,2023-11-25,Europe
1022,Product A,1,17,2023-03-18,South America
1023,Product B,3,93,2023-10-31,Asia
1024,Product B,4,56,2023-09-13,North America
1025,Product D,2,13,2023-04-12,Asia
1026,Product B,1,60,2023-04-16,Asia
1027,Product B,3,94,2023-11-29,Asia
1028,Product C,3,76,2023-02-08,Europe
1029,Product A,4,54,2023-11-10,Asia
1030,Product A,4,17,2023-10-02,South America
1031,Product C,4,96,2023-03-29,South America
1032,Product D,1,25,2023-07-30,North America
1033,Product A,1,86,2023-03-18,South America
1034,Product B,4,76,2023-03-18,Asia
1035,Product A,2,18,2023-01-28,Asia
1036,Product B,3,69,2023-09-02,South America
1037,Product D,3,87,2023-03-07,North America
1038,Product C,1,86,2023-09-23,North America
1039,Product A,3,80,2023-07-24,South America
1040,Product C,2,24,2023-02-27,Europe
1041,Product A,3,80,2023-07-20,Europe
1042,Product B,1,50,2023-08-13,Europe
1043,Product C,1,31,2023-05-22,Europe
1044,Product A,2,33,2023-03-25,South America
1045,Product B,2,53,2023-05-23,North America
1046,Product C,3,10,2023-12-18,Asia
1047,Product C,3,19,2023-02-02,Asia
1048,Product A,1,89,2023-06-01,South America
1049,Product A,2,81,2023-06-07,Asia
1050,Product A,2,65,2023-05-21,Europe
1051,Product B,2,98,2023-09-08,North America
1052,Product A,3,59,2023-10-30,South America
1053,Product C,2,21,2023-04-22,North America
1054,Product C,1,98,2023-05-24,South America
1055,Product A,1,90,2023-07-28,South America
1056,Product A,3,69,2023-08-12,South America
1057,Product D,4,35,2023-02-12,South America
1058,Product C,3,87,2023-09-21,North America
1059,Product B,4,50,2023-09-01,Asia
1060,Product D,2,45,2023-01-03,South America
1061,Product A,3,32,2023-05-05,Europe
1062,Product A,1,52,2023-09-25,South America
1063,Product C,2,15,2023-03-25,North America
1064,Product A,1,78,2023-01-16,South America
1065,Product B,2,52,2023-11-30,Europe
1066,Product C,3,34,2023-02-28,North America
1067,Product A,4,27,2023-06-26,South America
1068,Product C,2,71,2023-03-04,Europe
1069,Product A,4,22,2023-02-18,North America
1070,Product A,2,52,2023-11-03,South America
1071,Product A,1,87,2023-09-03,Europe
1072,Product B,1,37,2023-10-16,North America
1073,Product B,2,27,2023-10-13,South America
1074,Product C,4,68,2023-11-28,North America
1075,Product A,3,69,2023-01-15,Europe
1076,Product A,3,72,2023-12-04,South America
1077,Product B,1,66,2023-09-12,South America
1078,Product A,3,60,2023-04-02,South America
1079,Product B,1,65,2023-10-06,Europe
1080,Product A,3,36,2023-07-25,Asia
1081,Product C,2,41,2023-04-04,South America
1082,Product A,1,18,2023-08-13,Europe
1083,Product A,1,93,2023-10-28,North America
1084,Product D,2,77,2023-11-14,North America
1085,Product B,1,55,2023-07-18,Europe
1086,Product A,3,76,2023-09-28,Asia
1087,Product A,3,35,2023-08-22,Europe
1088,Product D,1,17,2023-02-15,North America
1089,Product D,3,15,2023-03-05,North America
1090,Product B,4,89,2023-08-18,South America
1091,Product D,1,33,2023-09-06,Asia
1092,Product C,2,57,2023-09-03,Europe
1093,Product D,4,54,2023-03-16,North America
1094,Product C,1,22,2023-06-06,North America
1095,Product B,2,78,2023-08-11,North America
1096,Product B,3,34,2023-07-09,Europe
1097,Product B,2,29,2023-02-21,Europe
1098,Product B,4,91,2023-03-29,Asia
1099,Product B,3,91,2023-11-09,South America
1100,Product C,1,75,2023-12-05,South America
1101,Product C,3,83,2023-03-07,South America
1102,Product B,1,54,2023-05-30,North America
1103,Product D,1,56,2023-01-20,South America
1104,Product A,2,72,2023-02-02,North America
1105,Product B,2,85,2023-11-24,Asia
1106,Product D,2,86,2023-10-08,North America
1107,Product A,4,64,2023-02-15,Asia
1108,Product B,4,84,2023-03-14,Asia
1109,Product B,2,28,2023-12-20,South America
1110,Product C,4,44,2023-11-09,South America
1111,Product A,3,62,2023-12-09,North America
1112,Product A,3,35,2023-05-13,Europe
1113,Product D,4,23,2023-02-24,South America
1114,Product C,4,54,2023-03-02,South America
1115,Product C,3,53,2023-12-11,Europe
1116,Product C,1,97,2023-01-08,Europe
1117,Product C,3,74,2023-09-29,South America
1118,Product A,3,60,2023-09-03,Europe
1119,Product A,4,52,2023-06-25,North America
1120,Product B,3,95,2023-04-26,Asia
1121,Product B,4,32,2023-11-13,Asia
1122,Product C,4,65,2023-09-28,South America
1123,Product C,2,28,2023-07-12,South America
1124,Product C,3,91,2023-05-30,North America
1125,Product B,1,85,2023-05-11,Europe
1126,Product D,2,64,2023-04-12,South America
1127,Product D,4,69,2023-11-06,Asia
1128,Product B,4,68,2023-09-27,North America
1129,Product B,1,42,2023-10-19,North America
1130,Product B,4,28,2023-07-29,Europe
1131,Product B,3,37,2023-12-27,South America
1132,Product B,2,61,2023-12-04,South America
1133,Product B,4,58,2023-03-08,North America
1134,Product C,4,46,2023-01-10,Asia
1135,Product C,1,35,2023-02-18,South America
1136,Product C,3,49,2023-04-21,Asia
1137,Product C,4,89,2023-11-17,North America
1138,Product B,1,47,2023-08-07,South America
1139,Product D,4,86,2023-02-26,Asia
1140,Product A,1,96,2023-10-10,North America
1141,Product B,1,63,2023-04-23,Asia
1142,Product A,3,31,2023-05-13,South America
1143,Product D,4,25,2023-03-12,Europe
1144,Product C,3,37,2023-03-24,Asia
1145,Product D,1,44,2023-02-26,Europe
1146,Product B,2,69,2023-12-15,South America
1147,Product C,4,54,2023-09-28,Europe
1148,Product B,2,55,2023-04-21,North America
1149,Product C,4,81,2023-12-23,Europe
1150,Product A,3,64,2023-03-17,Asia
1151,Product A,3,95,2023-06-07,Asia
1152,Product A,3,94,2023-01-20,Europe
1153,Product D,3,35,2023-05-11,North America
1154,Product B,3,94,2023-11-25,South America
1155,Product D,2,34,2023-05-02,Europe
1156,Product A,3,74,2023-02-10,Asia
1157,Product B,1,15,2023-06-16,Asia
1158,Product A,1,32,2023-05-10,Europe
1159,Product D,2,73,2023-01-23,Europe
1160,Product D,4,96,2023-10-06,Europe
1161,Product D,1,52,2023-09-08,South America
1162,Product A,4,32,2023-01-09,Asia
1163,Product B,2,39,2023-01-13,Asia
1164,Product B,4,86,2023-11-03,Asia
1165,Product A,4,27,2023-11-16,South America
1166,Product B,4,96,2023-02-21,North America
1167,Product A,4,88,2023-07-28,Asia
1168,Product B,2,30,2023-02-07,Asia
1169,Product C,1,66,2023-04-10,North America
1170,Product C,3,32,2023-07-12,South America
1171,Product D,4,54,2023-07-10,North America
1172,Product C,1,53,2023-02-20,North America
1173,Product C,1,91,2023-05-21,North America
1174,Product C,2,97,2023-06-17,North America
1175,Product A,1,56,2023-11-07,South America
1176,Product C,2,49,2023-04-19,South America
1177,Product C,4,60,2023-07-26,North America
1178,Product D,4,51,2023-10-27,Europe
1179,Product C,3,16,2023-04-20,Europe
1180,Product C,3,59,2023-07-15,Europe
1181,Product B,3,57,2023-06-01,Europe
1182,Product D,1,93,2023-08-31,Asia
1183,Product D,4,15,2023-05-08,South America
1184,Product D,2,18,2023-04-15,South America
1185,Product D,3,66,2023-01-10,North America
1186,Product D,2,40,2023-12-22,Asia
1187,Product D,2,30,2023-05-28,North America
1188,Product A,3,99,2023-12-31,North America
1189,Product C,4,49,2023-12-30,South America
1190,Product D,3,54,2023-05-20,Asia
1191,Product C,2,86,2023-07-09,Europe
1192,Product C,3,58,2023-04-04,South America
1193,Product A,2,96,2023-08-17,Asia
1194,Product D,2,29,2023-03-04,Asia
1195,Product B,3,26,2023-12-06,South America
1196,Product A,1,37,2023-01-25,South America
1197,Product B,3,50,2023-09-25,North America
1198,Product C,1,75,2023-10-08,North America
1199,Product C,2,34,2023-01-11,North America
1200,Product A,2,67,2023-11-16,Europe
1201,Product A,1,50,2023-07-20,South America
1202,Product B,2,15,2023-05-06,Asia
1203,Product D,1,84,2023-11-02,South America
1204,Product B,1,47,2023-07-09,Asia
1205,Product A,2,15,2023-03-30,Europe
1206,Product B,4,54,2023-12-21,South America
1207,Product A,1,84,2023-04-26,Asia
1208,Product B,3,23,2023-12-18,Asia
1209,Product A,3,75,2023-06-26,North America
1210,Product A,2,49,2023-01-14,Europe
1211,Product A,4,12,2023-09-14,South America
1212,Product D,2,33,2023-07-28,North America
1213,Product B,4,28,2023-10-08,Europe
1214,Product B,1,27,2023-11-24,North America
1215,Product B,1,73,2023-11-21,South America
1216,Product A,1,97,2023-04-15,Asia
1217,Product B,1,44,2023-05-27,South America
1218,Product B,3,71,2023-10-06,Europe
1219,Product A,3,10,2023-01-09,South America
1220,Product C,2,34,2023-04-28,Europe
1221,Product A,4,54,2023-04-04,North America
1222,Product B,1,58,2023-05-24,Europe
1223,Product A,1,98,2023-10-16,Asia
1224,Product C,4,25,2023-01-14,Asia
1225,Product A,4,28,2023-09-14,Asia
1226,Product B,2,32,2023-12-12,North America
1227,Product C,4,92,2023-07-05,Europe
1228,Product D,1,34,2023-12-11,North America
1229,Product B,1,25,2023-07-26,South America
1230,Product C,1,63,2023-12-12,South America
1231,Product C,1,82,2023-06-21,South America
1232,Product D,1,10,2023-09-27,South America
1233,Product A,2,51,2023-08-09,Asia
1234,Product A,1,28,2023-06-01,Europe
1235,Product B,2,43,2023-04-21,Asia
1236,Product D,1,89,2023-07-02,Europe
1237,Product A,3,64,2023-12-05,Europe
1238,Product D,3,27,2023-03-13,North America
1239,Product A,3,43,2023-10-10,South America
1240,Product C,3,98,2023-03-15,Europe
1241,Product A,2,54,2023-12-21,South America
1242,Product D,2,15,2023-08-03,South America
1243,Product C,4,30,2023-11-24,South America
1244,Product C,1,79,2023-01-23,Asia
1245,Product C,3,57,2023-03-09,South America
1246,Product D,2,48,2023-12-28,Europe
1247,Product B,1,40,2023-04-03,Asia
1248,Product B,1,19,2023-11-17,South America
1249,Product B,2,39,2023-11-20,North America
1250,Product D,3,27,2023-03-04,South America
1251,Product C,4,69,2023-08-12,South America
1252,Product B,1,97,2023-08-13,Asia
1253,Product D,4,82,2023-12-12,Europe
1254,Product B,3,24,2023-12-03,South America
1255,Product A,3,13,2023-04-13,Asia
1256,Product B,4,72,2023-08-03,Asia
1257,Product B,3,49,2023-07-11,Europe
1258,Product C,1,18,2023-06-09,Asia
1259,Product D,4,18,2023-07-26,Europe
1260,Product C,3,35,2023-09-26,North America
1261,Product C,4,13,2023-07-13,South America
1262,Product C,1,90,2023-06-01,Asia
1263,Product C,3,25,2023-08-25,North America
1264,Product C,1,24,2023-03-29,Asia
1265,Product B,3,61,2023-01-11,Asia
1266,Product C,2,78,2023-07-06,North America
1267,Product C,3,14,2023-08-02,Asia
1268,Product D,4,29,2023-01-15,Asia
1269,Product A,3,88,2023-09-23,North America
1270,Product B,1,27,2023-10-24,Asia
1271,Product B,1,11,2023-03-14,Europe
1272,Product B,3,22,2023-02-21,Asia
1273,Product C,4,13,2023-05-08,South America
1274,Product C,2,51,2023-01-28,Asia
1275,Product C,4,83,2023-03-06,South America
1276,Product D,2,70,2023-01-17,South America
1277,Product A,1,17,2023-12-17,Asia
1278,Product C,4,76,2023-05-18,North America
1279,Product A,2,72,2023-11-15,Europe
1280,Product D,3,18,2023-08-17,Europe
1281,Product B,1,20,2023-09-11,Asia
1282,Product C,3,51,2023-07-29,North America
1283,Product A,1,22,2023-10-21,North America
1284,Product A,4,45,2023-08-19,Europe
1285,Product C,4,22,2023-08-29,North America
1286,Product B,1,21,2023-03-11,Asia
1287,Product B,1,46,2023-04-14,Asia
1288,Product B,1,83,2023-07-23,North America
1289,Product D,4,82,2023-02-22,Asia
1290,Product A,2,61,2023-11-26,South America
1291,Product A,3,80,2023-02-23,Europe
1292,Product A,3,11,2023-10-03,Asia
1293,Product D,4,65,2023-12-01,North America
1294,Product A,3,69,2023-01-31,Europe
1295,Product D,1,32,2023-05-15,Asia
1296,Product B,2,49,2023-02-27,Europe
1297,Product C,3,73,2023-04-15,North America
1298,Product A,2,94,2023-09-23,South America
1299,Product A,1,32,2023-01-10,South America
1300,Product B,3,38,2023-09-10,Asia
1301,Product C,4,87,2023-10-22,South America
1302,Product D,2,99,2023-06-05,Asia
1303,Product C,1,60,2023-06-07,Europe
1304,Product B,2,78,2023-02-06,Asia
1305,Product B,3,98,2023-04-29,Asia
1306,Product C,3,40,2023-03-08,Asia
1307,Product D,4,59,2023-08-30,South America
1308,Product D,1,29,2023-10-26,Asia
1309,Product A,1,64,2023-08-01,North America
1310,Product D,4,90,2023-11-04,Asia
1311,Product C,4,11,2023-04-11,Europe
1312,Product B,1,34,2023-02-25,North America
1313,Product A,2,22,2023-11-28,Europe
1314,Product A,2,79,2023-11-20,Europe
1315,Product B,4,76,2023-08-27,Europe
1316,Product D,2,67,2023-08-19,North America
1317,Product B,1,91,2023-12-28,North America
1318,Product D,3,84,2023-04-02,South America
1319,Product B,3,93,2023-10-06,North America
1320,Product C,2,73,2023-04-19,Asia
1321,Product D,4,78,2023-11-13,Europe
1322,Product C,4,92,2023-06-17,South America
1323,Product A,4,95,2023-10-27,North America
1324,Product B,4,68,2023-08-06,Europe
1325,Product A,4,69,2023-08-10,North America
1326,Product A,2,92,2023-06-10,South America
1327,Product A,3,71,2023-01-16,North America
1328,Product A,3,25,2023-10-05,North America
1329,Product B,2,97,2023-02-26,Europe
1330,Product A,4,77,2023-03-03,Asia
1331,Product B,2,24,2023-12-29,North America
1332,Product B,3,98,2023-11-23,South America
1333,Product C,1,64,2023-08-30,North America
1334,Product D,2,44,2023-03-31,North America
1335,Product D,4,64,2023-03-13,Asia
1336,Product B,3,23,2023-11-22,Europe
1337,Product C,3,58,2023-01-30,South America
1338,Product B,3,92,2023-12-25,Europe
1339,Product B,3,16,2023-10-15,Europe
1340,Product B,4,39,2023-03-27,Europe
1341,Product C,1,92,2023-08-22,North America
1342,Product D,3,58,2023-08-23,Asia
1343,Product C,2,98,2023-11-09,North America
1344,Product A,1,25,2023-12-31,South America
1345,Product C,3,60,2023-09-22,Asia
1346,Product C,1,81,2023-10-14,Europe
